,text
254591,"wirtschaftswoche germany, before the first sanctions and bans in Lufthansa, flew to half a dozen cities in Russia, Russians could sell tickets at very high prices, especially for flights on Friday evenings and on Monday mornings russia sanctions"
254594,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
254656,and this seems to be the result of russiaukrainewar
254661,killed Russian serviceman he shouldn't have come here in the Russian Federation there are no losses russiaukrainewar
254678,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
254680,symbolic photo of no losses sun russia russia ukraine war
254713,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
254819,ukrainian military fire at tank russiaukrainewar
254883,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
254948,the fate of the world depends on the Russians they have a chance to make it better and safer by rebelling against their dictator because Putin is none other than this bloody and lonely dictator ukrainerussiawar
255081,"Attention to all Russians, the Russian Federation is going to launch a fake in the coming days that Ukraine has surrendered, this is fake, we will tear our teeth with our teeth and tear our heads off with our hands, but we will not give up, please spread stoprussia ukraine ukrainerussia no war Ukraine ukraineunderattack"
255274,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
255290,"Lukashenko silently held a referendum on amendments to the constitution, according to which the article on the neutral and nuclear-free status of Belarus is removed from the main law welcome the new North Korea in the center of Europe putin ukraine belarus"
255310,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
255415,if you know someone from russia call them and tell them that their media is lying to them ukraine doesn't want to fight they just don't want putin's government and don't want to be occupied by ukraine ❤️
256213,night in the Kiev metro today I have a vip place I will sleep not on the floor on the platform but in the car I managed to take a seat ukraine
256234,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
256483,today we need to remember those who have resisted Putin's power in Russia all these years and are not giving up now Navalny's team has been persecuted by the Russian authorities for many years
256666,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
256861,⚡️Russian military forces in Kherson ukraine war russia ukraine conflict
257047,⚡️borodyanka kiev region now ukraine ukrainerussiawar russiaukraineconflict stopputin ukrainerussia warinukraine
257090,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
257106,Sumy region a couple more trophies russiaukrainewar
257139,can I quietly leave for the forest with Russian anti-aircraft gunners dergachi Kharkov region abandoned Tunguska air defense missile system or two russiaukrainewar
257167,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
257261,Kyiv region destroyed bridge to Buchu russiaukrainewar
257293,borodyanka kiev region broken and abandoned cars russiaukrainewar
257302,borodyanka kiev region broken and abandoned cars russiaukrainewar
257310,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
257333,borodyanka kiev region broken and abandoned cars russiaukrainewar
257343,borodyanka kiev region broken and abandoned cars russiaukrainewar
257349,ukrainian military fire at tank russiaukrainewar
257356,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
257369,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
257417,"well, the commander of the airborne forces grouping explained everything to everyone, otherwise the teachings of the teachings of the people of ukraine are tired of the fascists"
257421,borodyanka kiev region broken and abandoned cars russiaukrainewar
257422,and this seems to be the result of russiaukrainewar
257443,borodyanka Kyiv region lined BMP russiaukrainewar
257446,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
257449,and this seems to be the result of russiaukrainewar
257454,borodyanka kiev region broken and abandoned cars russiaukrainewar
257472,ukrainian military fire at tank russiaukrainewar
257474,ukrainian military fire at tank russiaukrainewar
257492,borodyanka Kyiv region lined BMP russiaukrainewar
257513,Kyiv region destroyed bridge to Buchu russiaukrainewar
257516,borodyanka kiev region broken and abandoned cars russiaukrainewar
257531,borodyanka kiev region broken and abandoned cars russiaukrainewar
257549,borodyanka Kyiv region lined BMP russiaukrainewar
257591,Kyiv region destroyed bridge to Buchu russiaukrainewar
257627,borodyanka kiev region broken and abandoned cars russiaukrainewar
257661,borodyanka Kyiv region lined BMP russiaukrainewar
257675,killed Russian serviceman he shouldn't have come here in the Russian Federation there are no losses russiaukrainewar
257678,borodyanka Kyiv region still broken equipment russiaukrainewar
257701,Kyiv region destroyed bridge to Buchu russiaukrainewar
257733,borodyanka Kyiv region lined BMP russiaukrainewar
257734,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
257743,"Kherson, the chief of staff of civil defense asked not to approach the Russian military and not to film directly behave aggressively take away phones russiaukrainewar"
257748,borodyanka kiev region broken and abandoned cars russiaukrainewar
257791,ukrainian military fire at tank russiaukrainewar
257816,borodyanka Kyiv region lined BMP russiaukrainewar
257819,there is no more bridge on the bucha russia russia russiainvadesukraine russaiukrainekonfilct ukrainian ukraine putin bidenswar russians russianarmy ajbalkans
257828,mixa rianru borodyanka kiev region still broken equipment russiaukrainewar
257835,borodyanka Kyiv region still broken equipment russiaukrainewar
257838,sister sister here is such a thing I am a prisoner in ukraine vsrf russiaukrainewar priluki
257845,borodyanka Kyiv region lined BMP russiaukrainewar
257846,borodyanka Kyiv region lined BMP russiaukrainewar
257854,Kyiv region destroyed bridge to Buchu russiaukrainewar
257869,borodyanka Kyiv region still broken equipment russiaukrainewar
257877,borodyanka Kyiv region lined BMP russiaukrainewar
257907,borodyanka Kyiv region lined BMP russiaukrainewar
257908,borodyanka Kyiv region lined BMP russiaukrainewar
257910,borodyanka Kyiv region still broken equipment russiaukrainewar
257932,borodyanka Kyiv region lined BMP russiaukrainewar
257950,borodyanka Kyiv region still broken equipment russiaukrainewar
257973,borodyanka Kyiv region still broken equipment russiaukrainewar
257982,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
257984,borodyanka kiev region broken and abandoned cars russiaukrainewar
257985,borodyanka kiev region broken and abandoned cars russiaukrainewar
257996,borodyanka Kyiv region still broken equipment russiaukrainewar
257998,borodyanka kiev region broken and abandoned cars russiaukrainewar
258005,borodyanka kiev region broken and abandoned cars russiaukrainewar
258010,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
258021,borodyanka Kyiv region lined BMP russiaukrainewar
258049,Kyiv region destroyed bridge to Buchu russiaukrainewar
258051,borodyanka Kyiv region still broken equipment russiaukrainewar
258057,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
258060,there is no more bridge on the bucha russia russia russiainvadesukraine russaiukrainekonfilct ukrainian ukraine putin bidenswar russians russianarmy ajbalkans
258078,"well, the commander of the airborne forces grouping explained everything to everyone, otherwise the teachings of the teachings of the people of ukraine are tired of the fascists"
258082,borodyanka kiev region broken and abandoned cars russiaukrainewar
258088,borodyanka Kyiv region still broken equipment russiaukrainewar
258109,Kyiv region destroyed bridge to Buchu russiaukrainewar
258118,trash spotify premium and netflix now you can’t pay for words no more just russiaukraine
258131,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
258165,borodyanka Kyiv region lined BMP russiaukrainewar
258191,ukrainian military fire at tank russiaukrainewar
258197,borodyanka kiev region broken and abandoned cars russiaukrainewar
258208,borodyanka Kyiv region still broken equipment russiaukrainewar
258215,now there are Croatian mercenaries in the APU who fought in the Donbass of human shit croatian shit russia russia russiainvadesukraine russaiukrainekonfilct ukrainian ukraine putin bidenswar russians russianarmy ajbalkans
258235,borodyanka Kyiv region lined BMP russiaukrainewar
258239,"well, the commander of the airborne forces grouping explained everything to everyone, otherwise the teachings of the teachings of the people of ukraine are tired of the fascists"
258243,"appeal of the commander of the army, we have no choice to restore historical justice Reich russiaukrainewar document VSRF rashism"
258263,"judging by the American satellite imagery, the column of the Russian army on the outskirts of Kyiv turned out to be much longer than expected"
258266,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
258272,borodyanka kiev region broken and abandoned cars russiaukrainewar
258278,borodyanka Kyiv region lined BMP russiaukrainewar
258304,borodyanka Kyiv region lined BMP russiaukrainewar
258319,borodyanka Kyiv region still broken equipment russiaukrainewar
258327,borodyanka kiev region padded infantry fighting vehicle russiaukrainewar kherson kiev nato europe ukraine russian
258341,"appeal of the commander of the army, we have no choice to restore historical justice Reich russiaukrainewar document VSRF rashism"
258356,talks againstwars zenitrubin medinsky paypal yesvictory carnival with carnival russia shulman switzerland swift fifa works bank of russia putin putin putin swift putin twitter stopwar nowar russia ukraine stopthewar in Kyiv zelensky ukrainian ukraine kyiv anti-alarm
258359,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
258361,borodyanka kiev region broken and abandoned cars russiaukrainewar
258374,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
258404,talks againstwars zenitrubin medinsky paypal yesvictory carnival with carnival russia shulman switzerland swift fifa works bank of russia putin putin putin swift putin twitter stopwar nowar russia ukraine stopthewar in Kyiv zelensky ukrainian ukraine kyiv anti-alarm
258409,Kyiv region destroyed bridge to Buchu russiaukrainewar
258438,borodyanka Kyiv region still broken equipment russiaukrainewar
258449,Sumy region a couple more trophies russiaukrainewar
258478,zhitomyr vacuum bomb standwithukriane ukraine putinwarcriminal stopwarinukraine ukrainewar russia russiaukraine
258480,borodyanka Kyiv region still broken equipment russiaukrainewar
258485,borodyanka Kyiv region lined BMP russiaukrainewar
258501,утро марта в харькове россия russia russiainvades ukraine russaiukrainekonfilct ukrainian ukraine putin biden war russians russian army ajbalkans
258515,can I quietly leave for the forest with Russian anti-aircraft gunners dergachi Kharkov region abandoned Tunguska air defense missile system or two russiaukrainewar
258519,borodyanka Kyiv region lined BMP russiaukrainewar
258534,"Kherson Mayor Igor Kolykhaev announced the blockade of the city by the Russian military “at the entrances to Kherson, the Russian army set up roadblocks, it’s hard to say how the situation will develop further,” he said."
258535,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
258540,talks againstwars zenitrubin medinsky paypal yesvictory carnival with carnival russia shulman switzerland swift fifa works bank of russia putin putin putin swift putin twitter stopwar nowar russia ukraine stopthewar in Kyiv zelensky ukrainian ukraine kyiv anti-alarm
258572,borodyanka kiev region broken and abandoned cars russiaukrainewar
258595,borodyanka Kyiv region still broken equipment russiaukrainewar
258638,borodyanka Kyiv region lined BMP russiaukrainewar
258656,borodyanka Kyiv region lined BMP russiaukrainewar
258658,borodyanka kiev region broken and abandoned cars russiaukrainewar
258665,Starlink network Ilona Mask has already been launched in Ukraine
258672,franceinfo france due to the ukrainian crisis of Western sanctions against russia retaliatory sanctions russia has already greatly increased the price of grain ahead of the rise in price of fertilizers since the summer the price of grain has increased by and over the past week by another russia sanctions
258689,"appeal of the commander of the army, we have no choice to restore historical justice Reich russiaukrainewar document VSRF rashism"
258693,talks againstwars zenitrubin medinsky paypal yesvictory carnival with carnival russia shulman switzerland swift fifa works bank of russia putin putin putin swift putin twitter stopwar nowar russia ukraine stopthewar in Kyiv zelensky ukrainian ukraine kyiv anti-alarm
258700,borodyanka kiev region broken and abandoned cars russiaukrainewar
258712,another broken Russian column killed occupier russiaukrainewar
258734,borodyanka Kyiv region lined BMP russiaukrainewar
258750,"a small excerpt from the speech of the German politician peter bistron ""putin warned you all"" russia russia russiainvadesukraine russaiukrainekonfilct ukrainian ukraine putin bidenswar russians russianarmy ajbalkans"
258768,borodyanka kiev region broken and abandoned cars russiaukrainewar
258828,borodyanka kiev region broken and abandoned cars russiaukrainewar
258889,borodyanka kiev region broken and abandoned cars russiaukrainewar
258913,borodyanka Kyiv region still broken equipment russiaukrainewar
258931,"cutting strikes of bayraktars, but almost all of them have already been, and maybe all of russiaukrainewar"
258957,borodyanka Kyiv region still broken equipment russiaukrainewar
258992,borodyanka Kyiv region still broken equipment russiaukrainewar
259002,"Kherson, the chief of staff of civil defense asked not to approach the Russian military and not to film directly behave aggressively take away phones russiaukrainewar"
259020,borodyanka Kyiv region still broken equipment russiaukrainewar
259036,borodyanka Kyiv region still broken equipment russiaukrainewar
259043,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
259055,borodyanka Kyiv region lined BMP russiaukrainewar
259065,borodyanka Kyiv region lined BMP russiaukrainewar
259085,borodyanka kiev region broken and abandoned cars russiaukrainewar
259096,talks againstwars zenitrubin medinsky paypal yesvictory carnival with carnival russia shulman switzerland swift fifa works bank of russia putin putin putin swift putin twitter stopwar nowar russia ukraine stopthewar in Kyiv zelensky ukrainian ukraine kyiv anti-alarm
259104,borodyanka Kyiv region lined BMP russiaukrainewar
259106,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
259122,borodyanka Kyiv region lined BMP russiaukrainewar
259128,borodyanka Kyiv region still broken equipment russiaukrainewar
259130,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
259152,borodyanka Kyiv region lined BMP russiaukrainewar
259163,please spread large accounts
259166,"wirtschaftswoche germany a number of EU countries closed the skies for Russian aircraft in response, russia closed the skies and air transit for countries german aviation business is already suffering huge losses"
259189,borodyanka kiev region broken and abandoned cars russiaukrainewar
259199,borodyanka Kyiv region still broken equipment russiaukrainewar
259230,borodyanka Kyiv region still broken equipment russiaukrainewar
259267,borodyanka Kyiv region still broken equipment russiaukrainewar
259420,borodyanka Kyiv region lined BMP russiaukrainewar
259470,borodyanka kiev region broken and abandoned cars russiaukrainewar
259523,ukrainian military fire at tank russiaukrainewar
259587,Kyiv region destroyed bridge to Buchu russiaukrainewar
259707,borodyanka Kyiv region lined BMP russiaukrainewar
259765,"appeal of the commander of the army, we have no choice to restore historical justice Reich russiaukrainewar document VSRF rashism"
259833,borodyanka Kyiv region still broken equipment russiaukrainewar
259884,borodyanka Kyiv region lined BMP russiaukrainewar
259891,"I will sell a Russian tank on the go, almost like new, not a bit, not beautiful, one owner, not a taxi, russiaukrainewar"
259911,vacuum bombs banned by the Geneva Convention were dropped on the city of Okhtyrka in the Sumy region of Ukraine ukraine mediaaz russiaukraineconflict
259929,"well, the commander of the airborne forces grouping explained everything to everyone, otherwise the teachings of the teachings of the people of ukraine are tired of the fascists"
260013,Ukraine destruction of an enemy tank from grenade launchers Ukraine ukraine ukraine russia war russiaukraineconflict stopputin ukrainerussia warinukraine
260081,borodyanka Kyiv region lined BMP russiaukrainewar
260296,baby killer russia russiaukraine
260303,Russian equipment and some kind of Kadyrovite date and place of filming unknown russiaukrainewar
260381,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
260607,borodyanka kiev region broken and abandoned cars russiaukrainewar
260610,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
260611,you destroy Russian beeches and show beautiful russiaukrainewar bayraktar
260645,night in the Kiev metro today I have a vip place I will sleep not on the floor on the platform but in the car I managed to take a seat ukraine
260669,"appeal of the commander of the army, we have no choice to restore historical justice Reich russiaukrainewar document VSRF rashism"
260865,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
260894,tassagency russian officers do not agree to go to ukraine do not become accomplices in war crimes do not let yourself be tied with blood ukrainerussiawar russianarmy russiaukrainewar russiaukraineconflict ukraine ukraine russia putin putin russian federation
260923,russians russiaukraine ukraine ukrainians Ukrainians today in your country there is no leadership that would worry about its citizens thought about them tried to make their life better there are no patriots there are no defenders there are only Bandera
261002,borodyanka kiev region broken and abandoned cars russiaukrainewar
261064,zhitomyr vacuum bomb standwithukriane ukraine putinwarcriminal stopwarinukraine ukrainewar russia russiaukraine
261276,"well, the commander of the airborne forces grouping explained everything to everyone, otherwise the teachings of the teachings of the people of ukraine are tired of the fascists"
261291,and this seems to be the result of russiaukrainewar
261607,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
261615,borodyanka kiev region broken and abandoned cars russiaukrainewar
261629,"on the video - a Russian vacuum bomb that was thrown onto Ukrainian lands, by the way, it is prohibited by the Geneva Convention standwithukraine putinhitler ukraine"
261642,"readers report that a large column of invaders has been driving towards Nikolaev for an hour, maybe somewhere tanks even have even lost count 🤯 the video was filmed in the Chaplinsky district of gherson ukraine"
261662,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
261704,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
261721,ukrainian military fire at tank russiaukrainewar
261761,❗️Air strike on Freedom Square in Kharkiv news ukraine news ukraine
261763,Chechens in Ukraine russia chechnya usa ukraine
261803,Russian equipment and some kind of Kadyrovite date and place of filming unknown russiaukrainewar
261820,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
261864,Russian equipment and some kind of Kadyrovite date and place of filming unknown russiaukrainewar
261970,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
262090,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
262109,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
262149,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
262159,butch citizens keep calm everything is under control russiaukrainewar
262161,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
262188,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
262207,kharkiv ode ukraine russia war nato kharkiv kyiv ukraine zelensky
262262,ukraine ukraineunderattack ⚡⚡nbc of ukraine attention to all citizens don't trust people in the uniform of the ukrainian police auspices of the security service and the national guard these are saboteurs of the army aggressor if possible open fire on them to kill⚡⚡
262290,borodyanka Kyiv region still broken equipment russiaukrainewar
262310,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
262337,ukraine ukraineunderattack ⚡⚡nbc of ukraine attention to all citizens don't trust people in the uniform of the ukrainian police auspices of the security service and the national guard these are saboteurs of the army aggressor if possible open fire on them to kill⚡⚡
262368,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
262388,‼️ map of hostilities in ukraine from the institute for the study of war usa ukraine ukrainerussiawar russiaukraineconflict stopputin ukrainerussia warinukraine
262417,ukraine ukraineunderattack ⚡⚡nbc of ukraine attention to all citizens don't trust people in the uniform of the ukrainian police auspices of the security service and the national guard these are saboteurs of the army aggressor if possible open fire on them to kill⚡⚡
262420,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
262461,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
262475,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
262480,❗️freedom square after airstrike news ukraine news ukraine kharkov kharkiv kharkov
262534,ukrainian military fire at tank russiaukrainewar
262581,and this seems to be the result of russiaukrainewar
262620,borodyanka Kyiv region still broken equipment russiaukrainewar
262711,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
262721,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
262724,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
262739,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
262835,borodyanka kiev region broken and abandoned cars russiaukrainewar
262897,the main events of the last hours the russian army began the assault on kherson the armed forces of both russia and ukraine obviously suffer heavy losses on the outskirts of kiev there is a column of russian military equipment several tens of kilometers long ukraine kyiv ukraina
262933,"cutting strikes of bayraktars, but almost all of them have already been, and maybe all of russiaukrainewar"
262946,"“Russia always offers negotiations when it’s hard for it, when plans collapse to gain time to pull up forces to correct mistakes, find a weak spot and then strike with renewed vigor” Dzhokhar Dudev Ukraine ukraine ukrainerussiawar russiaukraineconflict stopputin russia"
262948,borodyanka Kyiv region still broken equipment russiaukrainewar
263062,"“If among those who took up arms there are natives of Chechnya who were deceived by an idea or a price, then I suggest that they return to a peaceful life in their homeland, I will do everything so that they can be at home as soon as possible,” Kadyrov said"
263098,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
263221,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
263282,missile attack on the Kharkiv regional administration Sumy kharkov ukraine ukrainerussiawar ukraine kharkiv kharkiv
263287,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
263346,ukraine all city authorities worked here I hope everyone is alive harkiv freedom square
263453,"“If among those who took up arms there are natives of Chechnya who were deceived by an idea or a price, then I suggest that they return to a peaceful life in their homeland, I will do everything so that they can be at home as soon as possible,” Kadyrov said"
263508,there is a strong suspicion that Danya Zheltov died suddenly in the city of Bucha and you should have lost it
263640,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
263656,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
263663,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
263940,örnek the food was great unfortunately putin ruined our appetites by invading ukraine resist your dictator stop killing innocent people your government is lying to you get up ahbapmedya ukrai̇ne putin russia ukraine
263964,first day of spring in kharkov landau street stop putin putin war criminal ukrainerussia stoprussia ukraine
264000,Ukraine destruction of an enemy tank from grenade launchers Ukraine ukraine ukraine russia war russiaukraineconflict stopputin ukrainerussia warinukraine
264021,this is how targeted ads on youtube for residents of russia look like now
264048,"“If among those who took up arms there are natives of Chechnya who were deceived by an idea or a price, then I suggest that they return to a peaceful life in their homeland, I will do everything so that they can be at home as soon as possible,” Kadyrov said"
264140,yesterday there was a photo of them now there is a video of a couple of abandoned Ukrainians in the village of gnatovo near mariupol russia russia russiainvadesukraine russaiukrainekonfilct ukrainian ukraine putin bidenswar russians russianarmy ajbalkans
264283,when will this horror end kyiv ukraine no war stopwar russia glory to ukraine
264363,there is no more bridge on the bucha russia russia russiainvadesukraine russaiukrainekonfilct ukrainian ukraine putin bidenswar russians russianarmy ajbalkans
264384,the most powerful explosion right on the central square of kharkov right next to the building of the regional administration of kharkov kharkiv kharkov kharkiv kharkov kharkhiv kharviv russiansoldiers russians invasionrussia warputin stopwar defeatputin stoprussia ukrainewar ukrania ukrainian
264615,now there are Croatian mercenaries in the APU who fought in the Donbass of human shit croatian shit russia russia russiainvadesukraine russaiukrainekonfilct ukrainian ukraine putin bidenswar russians russianarmy ajbalkans
264686,"judging by the American satellite imagery, the column of the Russian army on the outskirts of Kyiv turned out to be much longer than expected"
264707,first day of spring in kharkov landau street stop putin putin war criminal ukrainerussia stoprussia ukraine
264977,first day of spring in kharkov landau street stop putin putin war criminal ukrainerussia stoprussia ukraine
265086,Moscow airborne early warning aircraft boeing sentry awacs command nato‍☠‍ tail number callsign is flying near the borders of ukraine in the airspace of poland
265101,"Attention to all Russians, the Russian Federation is going to launch a fake in the coming days that Ukraine has surrendered, this is fake, we will tear our teeth with our teeth and tear our heads off with our hands, but we will not give up, please spread stoprussia ukraine ukrainerussia no war Ukraine ukraineunderattack"
265175,ukraine kropyvnytskyi orphanage bomb shelter putinswar putinhitler
265391,❗️more videos from the square in kharkov news ukraine news ukraine kharkov kharkiv kharkov
265690,⚡️borodyanka kiev region now ukraine ukrainerussiawar russiaukraineconflict stopputin ukrainerussia warinukraine
265762,репост волноваха ukrainerussiawar russian army standwith ukraine help ukraine
265798,russian warship fuck you stop russian aggression ukraine slavauukraini
265826,❗️more videos from the square in kharkov news ukraine news ukraine kharkov kharkiv kharkov
265833,another one has arrived… finally kadyrov bayraktar slava ukraini ukraine russia putin hitler
265836,"Kharkov is a Russian-speaking city of Ukraine and right now, during the peace talks, Putin is destroying the Russian-speaking population of the city by shelling residential areas, this is the protection of the Russian-speaking population in Russian, we will never ever forgive Russia for all these deaths ukraine"
265871,rocket strike on kharkov freedom square russia go fuck from ukraine we don't need to be freed without you everything was fine putinhitler warcriminalputin stopputin ukraine
265906,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
265942,borodyanka Kyiv region still broken equipment russiaukrainewar
265957,ukrainian soldiers die for their country for their loved ones for their home for the future of their children russian soldiers die for the yachts of oligarchs mansions swiss education of officials' children and expensive peskov watches ukraine russia ukraine russia no war ukraine
265967,borodyanka Kyiv region lined BMP russiaukrainewar
265968,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
265969,"Kherson, the chief of staff of civil defense asked not to approach the Russian military and not to film directly behave aggressively take away phones russiaukrainewar"
265980,the exclusion and some kind of punishment of peaceful Russians integrated into the world is proof of the ruthlessness of the imperialist West
266004,bucha burns bastard russiaukrainewar
266007,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
266026,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
266035,borodyanka kiev region broken and abandoned cars russiaukrainewar
266043,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
266045,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
266055,borodyanka Kyiv region lined BMP russiaukrainewar
266123,borodyanka Kyiv region lined BMP russiaukrainewar
266131,borodyanka kiev region broken and abandoned cars russiaukrainewar
266202,Russian equipment and some kind of Kadyrovite date and place of filming unknown russiaukrainewar
266225,"“Russia always offers negotiations when it’s hard for it, when plans collapse to gain time to pull up forces to correct mistakes, find a weak spot and then strike with renewed vigor” Dzhokhar Dudev Ukraine ukraine ukrainerussiawar russiaukraineconflict stopputin russia"
266271,"Kherson dimitrova street a group of Russian invaders is moving towards the market, they probably entered the city to loot and devour russiaukrainewar"
266302,ukrainian military fire at tank russiaukrainewar
266305,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
266315,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
266326,Russian equipment and some kind of Kadyrovite date and place of filming unknown russiaukrainewar
266345,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
